screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2013,32,0,Male,African-American,no,not high risk
2013,24,2,Male,African-American,no,not high risk
2013,32,1,Male,Asian,no,not high risk
2013,27,2,Male,Caucasian,no,not high risk
2013,27,0,Male,African-American,no,not high risk
2013,38,19,Male,African-American,yes,high risk
2013,19,1,Female,Caucasian,no,not high risk
2013,25,0,Female,Caucasian,no,not high risk
2013,29,1,Male,Caucasian,no,not high risk
2013,22,0,Male,Caucasian,no,not high risk
2013,47,0,Male,Caucasian,no,not high risk
2013,32,4,Male,Caucasian,no,not high risk
2014,41,4,Male,African-American,yes,not high risk
2013,58,0,Female,Caucasian,no,not high risk
2013,19,4,Female,African-American,yes,high risk
2013,28,0,Male,African-American,yes,high risk
2014,42,12,Male,African-American,no,high risk
2013,30,1,Female,African-American,no,not high risk
2014,22,0,Male,Other,no,not high risk
2013,32,1,Female,Caucasian,no,not high risk
2014,18,0,Female,African-American,yes,not high risk
2014,28,0,Male,African-American,no,not high risk
2013,40,0,Female,African-American,no,not high risk
2013,34,9,Male,Hispanic,no,not high risk
2013,26,1,Female,Hispanic,no,not high risk
2013,42,4,Male,Caucasian,no,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2014,34,12,Male,Caucasian,no,not high risk
2014,37,0,Male,Caucasian,yes,not high risk
2013,29,2,Male,African-American,no,not high risk
2013,27,1,Male,African-American,no,not high risk
2013,35,0,Male,African-American,no,not high risk
2013,24,8,Female,African-American,yes,not high risk
2013,22,2,Male,Caucasian,no,not high risk
2013,27,8,Male,African-American,yes,high risk
2013,23,1,Female,Caucasian,yes,not high risk
2014,35,3,Male,Caucasian,no,not high risk
2013,34,9,Male,Hispanic,no,not high risk
2013,26,1,Male,Caucasian,no,not high risk
2013,29,3,Male,Caucasian,no,not high risk
2014,19,8,Male,African-American,yes,high risk
2013,18,1,Male,Caucasian,no,not high risk
2013,44,13,Male,Caucasian,yes,not high risk
2014,34,4,Female,African-American,no,not high risk
2014,30,4,Male,Caucasian,yes,not high risk
2013,40,1,Male,Caucasian,no,not high risk
2013,24,2,Male,African-American,no,not high risk
2013,59,2,Male,Caucasian,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2013,31,0,Male,Asian,no,not high risk
2014,43,1,Male,Hispanic,no,not high risk
2013,37,23,Male,African-American,yes,not high risk
2013,36,3,Male,Caucasian,no,not high risk
2013,38,7,Male,African-American,no,high risk
2013,18,1,Male,Caucasian,no,not high risk
2013,72,0,Female,Caucasian,no,not high risk
2013,24,0,Female,Hispanic,no,not high risk
2014,28,1,Male,African-American,no,not high risk
2013,30,3,Female,Caucasian,yes,not high risk
2014,22,2,Male,Caucasian,no,not high risk
2013,50,0,Male,Asian,no,not high risk
2013,26,0,Female,Caucasian,no,not high risk
2013,27,1,Female,Caucasian,no,not high risk
2013,31,0,Male,African-American,no,not high risk
2013,35,1,Male,Hispanic,no,not high risk
2013,24,5,Female,African-American,no,high risk
2013,25,3,Male,Hispanic,no,high risk
2014,50,3,Female,African-American,no,not high risk
2014,19,1,Male,Hispanic,no,high risk
2014,20,1,Female,Hispanic,yes,not high risk
2013,29,3,Male,Hispanic,no,not high risk
2014,23,0,Male,African-American,yes,not high risk
2013,24,0,Female,African-American,yes,not high risk
2013,32,0,Male,Caucasian,no,not high risk
2013,37,2,Male,African-American,yes,not high risk
2013,26,0,Female,Other,no,not high risk
2014,23,2,Male,African-American,yes,high risk
2013,21,10,Male,African-American,yes,high risk
2013,51,13,Male,African-American,no,not high risk
2013,23,5,Male,Hispanic,no,not high risk
2013,47,1,Male,Caucasian,no,not high risk
2013,48,0,Male,Hispanic,no,not high risk
2013,26,3,Male,African-American,no,not high risk
2013,22,0,Female,Caucasian,no,not high risk
2013,44,1,Male,Caucasian,no,not high risk
2014,32,9,Male,African-American,yes,not high risk
2013,29,19,Male,Hispanic,yes,not high risk
2013,18,0,Male,Other,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,32,4,Male,African-American,no,not high risk
2013,22,1,Male,Other,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2014,20,2,Male,African-American,no,not high risk
2014,27,0,Female,African-American,yes,not high risk
2014,29,0,Male,African-American,no,high risk
2013,26,0,Female,Hispanic,no,not high risk
2013,62,0,Female,Caucasian,no,not high risk
2013,31,1,Female,Hispanic,no,not high risk
2013,21,6,Male,Caucasian,no,high risk
2013,43,0,Male,African-American,no,not high risk
2013,23,3,Male,Other,no,not high risk
2013,26,7,Male,African-American,yes,not high risk
2014,53,3,Female,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,37,0,Male,African-American,yes,high risk
2014,20,2,Male,African-American,yes,high risk
2014,37,0,Male,Caucasian,no,not high risk
2014,33,1,Male,Caucasian,no,not high risk
2013,27,0,Male,African-American,no,not high risk
2013,53,17,Male,Caucasian,yes,not high risk
2013,33,0,Male,African-American,no,not high risk
2013,35,5,Male,African-American,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,20,0,Male,Other,yes,not high risk
2013,50,0,Male,Caucasian,no,not high risk
2013,36,5,Male,African-American,no,not high risk
2013,43,0,Male,Caucasian,no,not high risk
2014,18,2,Male,African-American,yes,not high risk
2013,48,1,Female,African-American,no,not high risk
2013,60,0,Male,Caucasian,no,not high risk
2013,24,2,Male,African-American,no,not high risk
2014,26,1,Male,African-American,yes,not high risk
2014,25,0,Male,African-American,no,not high risk
2013,22,10,Male,African-American,no,high risk
2013,24,0,Male,African-American,no,not high risk
2014,46,0,Female,African-American,no,not high risk
2014,23,1,Female,African-American,no,not high risk
2014,56,0,Male,Other,no,not high risk
2013,49,4,Female,African-American,no,not high risk
2013,38,0,Male,African-American,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,30,1,Male,African-American,no,not high risk
2013,23,0,Male,Other,no,not high risk
2013,36,3,Female,African-American,no,not high risk
2014,46,0,Female,Other,no,not high risk
2013,44,0,Male,Caucasian,no,not high risk
2014,54,2,Male,Hispanic,no,high risk
2013,31,7,Male,Other,yes,high risk
2014,18,1,Male,Native American,yes,high risk
2014,30,0,Male,Caucasian,no,not high risk
2013,61,1,Male,Hispanic,no,not high risk
2014,24,2,Male,African-American,no,not high risk
2013,26,1,Female,Caucasian,no,not high risk
2013,19,2,Male,African-American,yes,high risk
2013,41,0,Female,Caucasian,no,not high risk
2013,52,0,Female,Caucasian,no,not high risk
2013,31,0,Male,Hispanic,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2014,27,15,Male,African-American,yes,high risk
2013,52,7,Male,Caucasian,no,high risk
2013,19,1,Male,African-American,no,not high risk
2013,52,1,Male,African-American,no,not high risk
2013,18,0,Male,African-American,yes,high risk
2013,35,6,Male,African-American,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2013,25,1,Female,Caucasian,no,not high risk
2013,42,0,Male,Other,no,not high risk
2013,36,1,Male,African-American,yes,not high risk
2013,76,1,Male,Caucasian,no,not high risk
2013,45,1,Male,Caucasian,no,not high risk
2013,27,5,Male,African-American,no,high risk
2014,54,1,Male,Caucasian,no,not high risk
2013,40,2,Male,African-American,no,not high risk
2014,18,0,Male,Hispanic,no,not high risk
2013,38,0,Male,African-American,no,not high risk
2013,21,1,Male,Other,no,not high risk
2013,31,1,Female,African-American,no,not high risk
2014,20,0,Male,African-American,no,not high risk
2014,31,3,Male,African-American,no,not high risk
2013,32,0,Male,Caucasian,no,not high risk
2013,66,0,Male,Caucasian,no,not high risk
2013,29,5,Male,Caucasian,yes,not high risk
2013,44,0,Male,Caucasian,no,not high risk
2014,32,1,Male,Caucasian,no,not high risk
2014,30,0,Female,Hispanic,no,not high risk
2013,36,0,Male,African-American,no,not high risk
2014,23,6,Male,African-American,yes,not high risk
2013,26,2,Male,Caucasian,yes,not high risk
2014,37,0,Female,Caucasian,no,not high risk
2013,33,10,Male,Caucasian,yes,not high risk
2013,47,5,Male,Caucasian,yes,not high risk
2014,35,4,Male,African-American,yes,not high risk
2013,30,1,Male,African-American,no,not high risk
2014,33,0,Female,Hispanic,no,not high risk
2013,20,10,Male,Caucasian,yes,not high risk
2013,18,0,Male,Other,no,not high risk
2013,23,2,Male,Caucasian,no,not high risk
2014,58,2,Male,Caucasian,yes,not high risk
2013,43,2,Male,Caucasian,no,not high risk
2013,35,2,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,high risk
2013,22,5,Male,African-American,no,not high risk
2013,49,3,Female,African-American,no,not high risk
2013,18,1,Male,African-American,yes,not high risk
2014,30,6,Male,African-American,no,not high risk
2013,37,8,Male,Caucasian,no,not high risk
2014,48,2,Male,Hispanic,no,not high risk
2014,18,1,Male,African-American,no,not high risk
2013,36,1,Male,Caucasian,no,not high risk
2013,48,1,Male,Caucasian,yes,not high risk
2013,27,2,Male,African-American,no,not high risk
2014,37,0,Male,Other,yes,not high risk
2013,23,2,Male,African-American,no,not high risk
2013,18,0,Male,Other,no,not high risk
2014,49,7,Female,Caucasian,no,not high risk
2013,23,0,Female,Caucasian,no,not high risk
2013,23,5,Male,African-American,no,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2014,26,0,Male,African-American,yes,not high risk
2013,18,0,Female,African-American,no,not high risk
2013,22,0,Male,Other,yes,high risk
2013,28,0,Male,Caucasian,no,not high risk
2013,18,2,Male,Caucasian,yes,high risk
2013,32,22,Male,African-American,yes,high risk
2013,46,2,Male,Caucasian,yes,not high risk
2013,22,5,Male,African-American,no,high risk
2013,44,1,Female,Caucasian,no,high risk
2013,23,0,Male,African-American,no,high risk
2013,20,0,Male,African-American,no,not high risk
2013,27,0,Male,African-American,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,yes,not high risk
2013,19,1,Male,Caucasian,no,high risk
2013,22,3,Male,African-American,no,not high risk
2013,27,0,Female,Caucasian,no,not high risk
2013,38,9,Male,African-American,no,high risk
2013,50,1,Male,Hispanic,no,not high risk
2013,46,6,Male,Caucasian,no,not high risk
2013,30,1,Female,African-American,no,not high risk
2013,36,1,Male,Other,no,not high risk
2013,45,17,Female,Caucasian,no,high risk
2013,28,1,Male,Hispanic,no,not high risk
2013,23,0,Male,Hispanic,yes,not high risk
2013,22,1,Male,African-American,no,not high risk
2013,53,6,Male,Caucasian,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2014,19,0,Male,Caucasian,no,not high risk
2013,63,0,Male,Caucasian,no,not high risk
2013,25,7,Male,African-American,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2014,36,0,Male,Caucasian,no,not high risk
2013,28,1,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,high risk
2013,20,0,Female,Caucasian,no,not high risk
2013,33,3,Male,Caucasian,no,not high risk
2014,35,0,Female,African-American,no,not high risk
2013,27,0,Female,African-American,no,not high risk
2013,52,1,Male,Caucasian,yes,not high risk
2014,32,0,Female,African-American,no,not high risk
2013,41,2,Male,Caucasian,no,not high risk
2013,35,0,Male,Caucasian,no,not high risk
2013,36,3,Male,Caucasian,no,not high risk
2013,23,2,Male,African-American,no,not high risk
2014,53,0,Female,Caucasian,no,not high risk
2013,58,25,Male,African-American,no,not high risk
2013,30,0,Male,Other,no,not high risk
2013,37,4,Male,Caucasian,no,not high risk
2013,30,3,Male,African-American,no,not high risk
2014,25,0,Male,Caucasian,yes,not high risk
2014,26,0,Male,African-American,no,not high risk
2013,41,0,Male,Caucasian,no,not high risk
2013,54,4,Female,Caucasian,no,not high risk
2013,24,3,Male,African-American,yes,not high risk
2013,32,1,Male,African-American,no,high risk
2013,51,0,Male,Hispanic,no,not high risk
2014,27,0,Female,African-American,no,not high risk
2013,38,0,Female,Caucasian,no,not high risk
2013,22,0,Female,African-American,no,not high risk
2013,41,3,Male,African-American,no,not high risk
2013,45,1,Male,Caucasian,no,not high risk
2014,57,1,Female,Caucasian,no,not high risk
2013,27,0,Male,African-American,no,not high risk
2013,53,0,Male,Caucasian,no,not high risk
2014,25,0,Female,African-American,no,not high risk
2013,25,0,Female,Caucasian,no,not high risk
2013,32,4,Female,Caucasian,no,not high risk
2013,19,0,Female,African-American,no,not high risk
2014,29,0,Male,Caucasian,no,not high risk
2014,45,3,Male,African-American,no,not high risk
2013,18,1,Female,Caucasian,no,not high risk
2013,36,4,Male,African-American,no,high risk
2013,28,2,Male,Hispanic,no,not high risk
2013,58,2,Male,African-American,no,high risk
2013,34,3,Male,Hispanic,no,not high risk
2014,36,1,Male,Other,yes,not high risk
2013,27,0,Male,African-American,no,high risk
2013,45,0,Male,Other,no,not high risk
2014,54,5,Male,Caucasian,no,not high risk
2014,56,1,Female,Hispanic,no,not high risk
2013,26,12,Male,African-American,yes,not high risk
2013,56,1,Male,African-American,no,not high risk
2013,20,4,Male,Caucasian,yes,high risk
2014,38,0,Female,Hispanic,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,23,5,Male,African-American,no,not high risk
2014,42,1,Male,Caucasian,no,not high risk
2014,32,0,Female,African-American,yes,not high risk
2013,26,8,Male,African-American,no,high risk
2013,29,0,Female,African-American,no,not high risk
2014,19,2,Male,Caucasian,no,not high risk
2013,31,4,Male,Caucasian,no,not high risk
2013,51,21,Male,African-American,no,not high risk
2013,18,4,Male,Caucasian,no,high risk
2014,29,1,Male,Caucasian,yes,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2014,34,6,Male,African-American,no,not high risk
2013,33,3,Male,Caucasian,no,not high risk
2013,48,15,Male,African-American,no,high risk
2013,46,0,Female,Other,no,not high risk
2014,28,1,Male,African-American,no,not high risk
2013,18,2,Male,African-American,no,high risk
2013,26,0,Male,Other,no,not high risk
2013,57,0,Male,Hispanic,no,not high risk
2014,23,2,Female,Caucasian,yes,high risk
2014,24,1,Female,Other,no,not high risk
2013,35,5,Male,Caucasian,no,not high risk
2013,32,2,Male,Caucasian,no,not high risk
2013,47,10,Male,African-American,no,not high risk
2014,27,1,Male,Caucasian,no,not high risk
2014,44,0,Male,Caucasian,no,not high risk
2013,50,1,Male,Caucasian,yes,not high risk
2014,25,1,Female,Caucasian,yes,not high risk
2013,26,4,Male,Caucasian,no,high risk
2013,22,1,Male,Caucasian,yes,not high risk
2013,37,20,Male,African-American,no,not high risk
2013,33,1,Female,African-American,no,not high risk
2013,54,7,Male,Caucasian,yes,not high risk
2013,24,1,Male,African-American,yes,not high risk
2013,23,2,Male,African-American,no,not high risk
2014,46,0,Female,Caucasian,no,not high risk
2013,49,7,Male,Caucasian,no,not high risk
2013,40,0,Female,African-American,no,not high risk
2013,33,2,Male,African-American,no,not high risk
2013,21,3,Male,Caucasian,no,not high risk
2014,21,2,Male,Hispanic,no,high risk
2013,53,28,Male,African-American,no,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,22,0,Female,Caucasian,no,not high risk
2014,29,3,Male,Other,yes,not high risk
2013,42,0,Male,Caucasian,no,not high risk
2013,21,0,Female,African-American,no,not high risk
2013,21,0,Male,Other,no,not high risk
2013,37,0,Male,Hispanic,no,not high risk
2014,33,1,Male,Hispanic,no,not high risk
2013,31,1,Male,Hispanic,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,52,2,Female,African-American,no,not high risk
2013,36,14,Male,African-American,no,not high risk
2013,28,1,Male,African-American,no,not high risk
2014,28,3,Female,African-American,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2014,35,16,Male,African-American,yes,high risk
2013,38,1,Female,Caucasian,no,not high risk
2014,18,0,Male,African-American,yes,not high risk
2013,20,1,Male,Caucasian,no,not high risk
2013,35,7,Male,African-American,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,25,0,Male,Caucasian,no,not high risk
2014,20,2,Male,Hispanic,yes,not high risk
2013,36,1,Male,African-American,no,high risk
2013,28,2,Male,Caucasian,no,not high risk
2014,43,0,Male,Hispanic,no,not high risk
2013,33,7,Male,African-American,no,not high risk
2014,25,9,Male,African-American,yes,not high risk
2014,28,0,Male,Hispanic,no,not high risk
2013,58,8,Male,African-American,no,not high risk
2013,40,2,Male,African-American,no,not high risk
2013,24,1,Male,African-American,no,not high risk
2013,29,7,Male,African-American,yes,not high risk
2013,55,2,Female,Caucasian,no,not high risk
2013,37,0,Female,Caucasian,no,not high risk
2013,26,1,Male,Caucasian,no,high risk
2013,18,1,Female,Caucasian,yes,high risk
2013,33,2,Male,African-American,no,not high risk
2013,56,17,Male,African-American,no,not high risk
2013,32,6,Male,African-American,yes,high risk
2013,46,0,Male,Hispanic,no,not high risk
2014,20,2,Male,African-American,yes,not high risk
2013,20,1,Male,Hispanic,no,high risk
2013,30,0,Male,Hispanic,no,not high risk
2013,17,1,Male,African-American,yes,not high risk
2013,25,1,Male,Caucasian,no,high risk
2013,52,5,Male,African-American,no,not high risk
2013,23,0,Male,Caucasian,no,not high risk
2013,49,6,Female,Caucasian,no,not high risk
2013,50,16,Male,African-American,yes,high risk
2013,57,2,Male,Caucasian,no,not high risk
2013,41,0,Male,Caucasian,no,not high risk
2013,28,1,Male,Hispanic,no,not high risk
2014,23,2,Female,African-American,no,not high risk
2013,36,3,Male,African-American,yes,not high risk
2013,20,1,Male,Caucasian,no,not high risk
2013,25,0,Female,African-American,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,36,9,Male,African-American,no,not high risk
2013,43,1,Female,Other,no,not high risk
2013,44,3,Male,Other,no,not high risk
2013,23,5,Male,African-American,no,not high risk
2013,30,3,Male,African-American,no,not high risk
2013,20,0,Female,African-American,no,not high risk
2013,52,0,Male,Caucasian,no,not high risk
2013,47,2,Male,African-American,no,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2013,43,0,Female,Caucasian,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,35,10,Male,Caucasian,yes,not high risk
2014,16,4,Male,African-American,yes,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2013,29,8,Female,Hispanic,yes,not high risk
2013,23,6,Male,African-American,no,not high risk
2013,22,2,Male,Caucasian,yes,not high risk
2013,50,0,Male,Caucasian,no,not high risk
2013,35,0,Male,African-American,no,not high risk
2013,35,2,Male,Other,yes,not high risk
2014,22,7,Female,African-American,no,high risk
2013,30,0,Male,Caucasian,no,not high risk
2013,21,1,Female,Caucasian,no,not high risk
2014,44,1,Male,Caucasian,no,not high risk
2013,29,7,Male,Hispanic,no,not high risk
2013,21,2,Male,Hispanic,no,not high risk
2013,35,0,Female,Caucasian,no,not high risk
2013,54,2,Male,Caucasian,no,not high risk
2013,40,0,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,24,1,Male,Caucasian,no,not high risk
2013,25,9,Female,African-American,yes,high risk
2013,47,3,Male,Caucasian,no,not high risk
2014,39,3,Male,Hispanic,no,not high risk
2013,20,1,Male,Caucasian,no,not high risk
2013,24,6,Male,African-American,no,high risk
2014,23,0,Male,African-American,no,not high risk
2013,53,3,Male,Caucasian,no,not high risk
2014,26,1,Female,African-American,no,not high risk
2013,18,0,Male,African-American,no,high risk
2013,25,0,Female,African-American,no,not high risk
2014,33,2,Male,African-American,no,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2014,46,4,Male,African-American,no,high risk
2013,34,2,Male,African-American,no,high risk
2014,31,0,Male,African-American,no,not high risk
2014,21,5,Male,African-American,yes,not high risk
2014,21,0,Male,African-American,no,not high risk
2013,41,2,Male,African-American,no,not high risk
2013,23,4,Male,African-American,no,not high risk
2013,24,0,Female,African-American,no,not high risk
2013,26,2,Male,African-American,no,not high risk
2013,24,0,Male,Hispanic,no,not high risk
2013,27,1,Male,Caucasian,no,not high risk
2013,39,1,Male,Other,no,not high risk
2013,25,0,Female,African-American,yes,not high risk
2014,18,0,Male,African-American,no,not high risk
2014,22,7,Female,Caucasian,no,not high risk
2013,18,1,Female,African-American,no,high risk
2014,25,8,Male,African-American,yes,not high risk
2013,40,0,Male,Caucasian,no,not high risk
2013,40,1,Male,Caucasian,no,not high risk
2014,53,0,Female,Caucasian,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2013,61,0,Female,African-American,no,not high risk
2013,45,0,Male,Other,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2014,19,1,Female,African-American,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,47,2,Male,Hispanic,yes,not high risk
2013,48,2,Male,Caucasian,no,not high risk
2013,27,3,Male,African-American,no,not high risk
2013,18,2,Male,African-American,yes,high risk
2013,28,1,Male,African-American,no,high risk
2013,20,0,Male,Hispanic,no,not high risk
2013,25,11,Male,African-American,yes,not high risk
2014,22,0,Male,African-American,no,not high risk
2013,29,1,Male,Other,no,not high risk
2013,26,3,Male,African-American,yes,not high risk
2013,25,4,Male,African-American,yes,not high risk
2013,46,0,Male,Caucasian,no,not high risk
2014,40,0,Male,Caucasian,no,not high risk
2013,36,4,Male,African-American,no,not high risk
2013,61,1,Male,Caucasian,no,not high risk
2013,34,0,Male,African-American,no,not high risk
2013,26,11,Male,African-American,no,high risk
2013,36,2,Male,African-American,no,not high risk
2013,44,0,Male,Caucasian,no,not high risk
2013,52,12,Male,African-American,no,high risk
2014,61,2,Male,African-American,no,not high risk
2014,53,27,Male,Caucasian,no,not high risk
2013,21,1,Male,Hispanic,no,not high risk
2013,52,2,Male,Other,yes,not high risk
2014,24,3,Male,African-American,no,not high risk
2013,35,1,Male,Caucasian,no,not high risk
2013,22,4,Male,African-American,no,not high risk
2013,31,0,Male,African-American,no,not high risk
2013,54,0,Male,Other,yes,not high risk
2013,43,2,Male,Caucasian,no,not high risk
2013,30,8,Male,African-American,no,high risk
2014,33,4,Male,African-American,yes,high risk
2013,23,2,Male,African-American,yes,not high risk
2013,26,2,Male,African-American,no,not high risk
2013,50,20,Male,African-American,no,not high risk
2013,54,1,Male,Hispanic,no,not high risk
2014,27,3,Male,African-American,yes,high risk
2013,24,0,Male,Caucasian,no,not high risk
2014,46,0,Male,Caucasian,no,not high risk
2014,27,0,Male,Hispanic,yes,not high risk
2014,24,1,Male,Caucasian,yes,not high risk
2013,65,0,Male,Caucasian,no,not high risk
2013,26,2,Male,African-American,yes,not high risk
2013,51,3,Female,African-American,no,not high risk
2013,21,1,Male,Caucasian,no,not high risk
2013,46,0,Male,African-American,no,not high risk
2013,42,0,Female,Caucasian,yes,not high risk
2014,53,0,Female,Hispanic,no,not high risk
2013,44,0,Male,African-American,yes,not high risk
2014,46,0,Female,African-American,yes,not high risk
2014,75,1,Male,African-American,yes,not high risk
2013,51,3,Male,Caucasian,no,not high risk
2014,24,15,Male,African-American,no,high risk
2013,24,1,Male,Hispanic,no,not high risk
2013,36,2,Male,Caucasian,no,not high risk
2013,32,13,Male,Hispanic,no,not high risk
2013,38,6,Male,African-American,yes,not high risk
2013,29,1,Male,African-American,no,high risk
2013,45,12,Male,African-American,no,not high risk
2014,37,2,Male,Caucasian,no,not high risk
2014,51,0,Male,African-American,yes,not high risk
2014,54,4,Male,African-American,yes,not high risk
2013,44,0,Female,Caucasian,no,not high risk
2013,19,0,Female,African-American,no,not high risk
2013,29,1,Male,Hispanic,no,not high risk
2013,36,8,Male,African-American,no,not high risk
2013,33,9,Male,African-American,no,not high risk
2014,24,1,Male,African-American,no,not high risk
2013,23,1,Male,African-American,yes,not high risk
2014,25,5,Male,African-American,yes,high risk
2014,33,10,Female,Caucasian,yes,high risk
2014,25,2,Male,African-American,no,not high risk
2013,24,6,Male,Hispanic,yes,not high risk
2014,31,0,Female,African-American,yes,not high risk
2013,40,4,Male,Caucasian,no,not high risk
2013,49,7,Male,African-American,yes,high risk
2013,19,2,Male,African-American,yes,high risk
2013,18,1,Male,African-American,yes,high risk
2013,23,0,Male,Hispanic,no,not high risk
2013,36,3,Male,Hispanic,no,not high risk
2013,28,1,Male,African-American,no,not high risk
2013,32,1,Male,Caucasian,no,not high risk
2013,29,0,Male,African-American,no,not high risk
2013,48,0,Female,Caucasian,yes,not high risk
2013,24,1,Male,African-American,no,not high risk
2014,24,4,Female,African-American,no,not high risk
2014,25,4,Male,African-American,yes,not high risk
2013,55,0,Male,African-American,no,not high risk
2013,21,15,Male,African-American,yes,high risk
2013,48,0,Male,Caucasian,no,not high risk
2013,43,0,Male,Hispanic,no,not high risk
2013,31,10,Male,African-American,no,not high risk
2014,54,2,Male,Hispanic,no,not high risk
2014,24,2,Male,Caucasian,no,not high risk
2013,28,0,Male,Caucasian,no,not high risk
2013,36,0,Male,African-American,no,not high risk
2013,20,0,Female,African-American,no,not high risk
2013,23,0,Female,African-American,no,not high risk
2013,18,2,Female,African-American,no,high risk
2014,18,1,Male,Caucasian,no,not high risk
2014,52,12,Male,African-American,yes,not high risk
2013,24,2,Female,African-American,yes,not high risk
2014,53,0,Female,Caucasian,no,not high risk
2014,22,0,Male,African-American,no,not high risk
2014,19,0,Male,African-American,yes,high risk
2013,31,1,Female,Caucasian,no,not high risk
2013,21,0,Male,African-American,no,high risk
2013,39,8,Male,Caucasian,no,not high risk
2013,37,1,Female,African-American,no,not high risk
2014,18,0,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,yes,not high risk
2013,24,5,Male,African-American,no,not high risk
2013,18,0,Male,Caucasian,yes,high risk
2013,18,0,Male,African-American,no,not high risk
2013,26,9,Male,African-American,yes,not high risk
2013,21,0,Female,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2014,29,6,Male,African-American,yes,not high risk
2013,43,4,Female,African-American,no,not high risk
2014,51,3,Male,African-American,no,high risk
2013,51,0,Male,Caucasian,no,not high risk
2013,32,7,Female,African-American,yes,not high risk
2013,50,0,Female,African-American,no,not high risk
2013,23,9,Male,African-American,yes,not high risk
2013,22,6,Male,African-American,yes,not high risk
2013,46,0,Female,Caucasian,no,not high risk
2013,54,0,Male,Caucasian,no,not high risk
2013,30,0,Female,Other,yes,not high risk
2014,23,5,Male,Caucasian,yes,high risk
2014,40,1,Female,African-American,no,not high risk
2013,48,1,Male,African-American,no,not high risk
2014,24,7,Male,African-American,no,not high risk
2013,28,5,Male,Other,no,not high risk
2013,30,9,Male,African-American,no,high risk
2013,50,13,Male,African-American,no,not high risk
2013,40,6,Female,African-American,no,not high risk
2014,32,0,Male,African-American,no,not high risk
2014,49,0,Male,African-American,no,not high risk
2013,24,1,Male,Caucasian,no,not high risk
2014,45,5,Male,African-American,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,33,0,Female,Caucasian,no,not high risk
2014,33,1,Female,Hispanic,no,not high risk
2014,35,2,Male,African-American,no,not high risk
2013,18,2,Male,African-American,no,not high risk
2013,22,6,Male,African-American,no,not high risk
2014,26,1,Male,Hispanic,yes,not high risk
2014,31,0,Male,Caucasian,no,not high risk
2013,43,5,Male,Caucasian,no,not high risk
2013,25,1,Female,African-American,no,not high risk
2013,25,5,Male,African-American,yes,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2014,25,2,Male,African-American,no,not high risk
2014,22,0,Female,Other,no,not high risk
2013,28,8,Male,Caucasian,no,high risk
2013,36,1,Female,African-American,no,not high risk
2013,23,0,Male,African-American,no,not high risk
2013,32,5,Male,African-American,no,not high risk
2014,53,0,Male,Hispanic,no,not high risk
2013,24,2,Female,Caucasian,no,not high risk
2014,48,5,Male,Hispanic,yes,not high risk
2013,54,5,Male,Caucasian,yes,not high risk
2013,45,1,Female,African-American,no,not high risk
2013,18,1,Male,African-American,no,high risk
2013,33,0,Male,Caucasian,no,not high risk
2014,29,0,Male,African-American,no,not high risk
2014,31,1,Male,Hispanic,no,not high risk
2014,23,2,Male,African-American,no,high risk
2013,23,13,Male,African-American,yes,high risk
2014,42,0,Female,Hispanic,no,not high risk
2013,44,1,Female,Hispanic,no,not high risk
2013,47,0,Male,Caucasian,no,not high risk
